,tid,status,tag,date,title,clean_content
3791,23822,求助中,适配,2017-2-22,下载版本对不对？官方请看,  文件下载了2次，不同的文件名，相同的文件大小，是车机版的安装文件吗？请官方看看        
3792,23845,求助中,,2017-2-22,版本问题,请问2055版不会自动升到2061版吗？如果随时这样情况每次换版到要另外下的话还叫什么自动升级啊
3793,23827,求助中,,2017-2-22,前方违章拍照，就没有了？,我开了网，还下了高德的离线数据，在巡航下和手机也弄装了的工具菜单的电子狗探测中，现在只说前方违章拍照，就没有了……能不能说前面多少米限速拍照，限速80，这样说一次也行.
3794,23833,求助中,车友分享,2017-2-22,请问日产楼兰能装高德车机版吗,RT请问日产楼兰能装高德车机版吗
3795,23814,求助中,,2017-2-21,车机版使用有感, 本帖最后由 缘聚因车 于 2017-2-21 18:13 编辑   车机版从发布起，一直使用至今，优点明显，问题也不少。  &nbsp; &nbsp; 第一，车机版是目前使用车载导航最适合的版本，没有之一。凯立德的凯行导航车机版还是行业测试没有公开测试，高德车机版应该加油。车机版驾车使用最最方便，不是手机版能够比拟的。  &nbsp; &nbsp; 第二，导航使用的根本目的是正确导航到目的地。这是导航软件的根本，一切设计都应该以此为中心。导航时仍然存在没任何特殊偏好选择的情况下，尽往小路上导，甚至要穿过人家停车场才能过去的路，只容一车能过。说明算法有问题或者在道路设置上没有设置汽车通过、步行可过等。这点凯立德较好。希望尽快改进。不要在非主要问题上花费心血太多。群众的力量是无限的，建议发挥群众的力量，在导航中设置及时反馈内容，比如路段的限速变化、新增设摄像头、道路的变化，核实后立即修改之，对提供正确信息的给予一定的奖励。现在我就是发现了问题要反馈信息非常麻烦，也说不清楚。  &nbsp; &nbsp; 第三，天气正常的情况下，上午导航屏幕显示为夜晚模式，天气很好也不行。下午为白天模式。自动模式无效的情况依然存在。声音在播报是明明是白天，播放出的声音是说晚上几点路况，但时间显示正常。这虽然不是很关键的问题，但影响使用感觉。应该是软件设计出现问题，时间显示正确，声音播报黑白颠倒，出现导航屏幕显示异常。希望下个版本中改进。  &nbsp; &nbsp;&nbsp;&nbsp;有问题不可怕，可怕的是死不改悔。爱之切，恨之深。
3796,23765,求助中,导航,2017-2-19,高德路线规划导航有问题！！严重问题,举例：  高德给出了A/B两条线路选择，我在出发的时候选择了A线路。然后该线路并不是最优的（B就更不是了）    我在行经a1处的时候 开了自己知道更近的一段路，也就是改变了走向。  然后这个时候的导航【非常不智能】，又给我继续导航向原来A线路去靠近，而不是重新规划路线。    就好比我在更改了路线后其实走直角三角线的斜线距离就可以到了，高德偏偏就只是我行驶到原来A线路上去走一个地形图上的直角边&nbsp;&nbsp;这不是让我绕路吗？    真的是非常不智能，根本就不会根据实时线路进行 重新的路线规划    高德当前【所谓路线规划】就是把我在引导到原来设定的线路上去，明明一个直线开下去就能到了， 它还要你掉头绕路去绕大半个圈。
3797,23812,求助中,用户建议,2017-2-21,手机导航能直接把目的地发送到机车版,建议，手机导航能直接把目的地发送到机车版  一般都是手机微信收到定位，然后用手机高德打开导航， 这个时候建议能直接可以把终点发送到机车上，而不是必须打开连接到汽车，然后再手动输入地点查找定位地点 再发送到汽车这么麻烦的操作.  望采纳
3798,23820,求助中,地图数据,2017-2-21,景点位置在山顶，位置必须标注在山下停车场,今天去&quot;广东省普宁市玉溪村&quot;的&quot;鱼盘岭伯公“(地点熟悉)，用高德在线查找，地点很快找到，但规划大相径庭，很费解。(开始时还以为是同名，不同地方。)  到山脚下，从新开高德规划，才发现原来高德把位置标注在山顶。如图，起点是山脚停车场一一唯一能上山的地方，规划后把路绕到山的另一边。(另一边没有路上山的。)  所以景点的终点位置，应该选在停车场，不能机械地以经纬度标示。
3799,22856,已解决,图面,2016-12-27,2.1版本地图画面太白,背景色太白了，除了字感觉别的都分辨不清路和其他了。用1.9的没有这个问题。别的车友有遇见这个问题吗？                                                            amaph8NDIlh7 获得最佳答案
3800,23821,已解决,用户建议,2017-2-21,建议在遇到转弯路口提早提醒提示音，这样我们早作准备,建议在遇到转弯路口或者掉头提早提醒提示音，给司机早作准备，在到达目的地最好也能想百度地图一样，提示一张实景的图片，这个更直观，给大家更好的提示，再此要感谢开发人员。                                                            amap_183****5674fO5xP8St 获得最佳答案
3801,23698,求助中,,2017-2-15,车机版巡航时，如何调出限速通知？,我记得凯立德和百度巡航时好像有前方道路有限速，限速多少当前多少，高德巡航时没有？还是我们设置好？
3802,23667,求助中,用户建议,2017-2-14,使用了高德车机版2.1已经有一段时间了给出的小建议,使用了高德车机版2.1已经有一段时间了给出的小建议1.导航定位成功的时候能提示“你当前位置”例如，您当前在佛山市南海区里水镇里水大道北  2.导航或者不导航的时候能做出如下提示 您已进入佛山市南海，您已进入江西省萍乡市莲花县 等等语音提示  3.限速的道路能给于这样的提示              QQ截图20170214105552.jpg (1.96 KB， 下载次数: 1)    下载附件        2017-2-14 10:57 上传              ，限速多少  
3803,23813,求助中,用户建议,2017-2-21,机车版导航声音偏小，不报限速数据,自己安装的导航，第一时间装了高德机车版，很好用有几个问题反应下，第一声音过小了，调到最大声音还是小第二，不导航的情况下探头报，不报限速多少，这个希望改进一下第三，忽然发现我的机车版显示的北和正常的北是反的，机车显示的是南。
3804,23786,求助中,用户建议,2017-2-20,对机车版的两个建议,1.在地图缩放方面，能否增加最大化、最小化的按钮，这样就不需多次按加或减了。  2.在导航过程中，能否对一些途经点做一个人文、地理等方面的介绍。
3805,23769,已解决,搜索,2017-2-19,道路信息如何审核的？,无意发现，搜广州起义路出来这样的结果？                QYL.JPG (84.13 KB， 下载次数: 0)    下载附件        2017-2-19 23:47 上传                  1是谁采集的，审核能通过？                                                              amap_157****2092QW6Dv0Tw 获得最佳答案
3806,23775,求助中,导航,2017-2-20,最新版的导航没有声音,开始用高德去了趟深圳，遇到立交桥不提示走上面还是走下面，害我走错两次，一气之下卸了用百度。结果看到高德更新了，就下来用用，结果全程一句话都不说，连开始导航这句话都不说，完全是个哑巴。这是什么情况
3807,23800,求助中,导航,2017-2-21,无法安装车机版,导航是天之眼的，之前用的是2.0版本，联网升级2.1之后地图就无法使用了，于是官网下载，但是始终显示应用未安装，在安装前已将导航内的amap auto文件夹删除。
3808,23802,求助中,导航,2017-2-21,严重要求高德重视导航线路规划问题,在线，设置高速优先，避免拥堵的情况下，导航规划的路线中富强上街是一条小巷道明显处于拥挤状态，而手绘红线部分双向6车道，并且处于车流较小状态，并且两条路的里程一样，结果高德就是导向小街小巷走！请高德团队高度重视线路规划。
3809,23546,求助中,地图数据,2017-2-6,无法选择外置sd卡作为存储路径,如图所示
3810,23796,求助中,用户建议,2017-2-20,能否增加道路路况提醒？,昨天出去玩的时候，导航了一条很烂的单行道（土路，很多坑，凹凸不平，错车的地方都没有），所以希望高德规划出路线后，用户在选择路线时高德能够提醒一下当前选择的是一条什么样的路（可以只在路况差时提醒，比如:单行道，土路等）
3811,23746,求助中,,2017-2-17,智能后视镜安卓的安装不了高德车机，只能用原来的车镜...,如题，下载了软件APP，点击以后没有反应，系统更新可以安装里面的软件，下载的APP放到车镜里就没用了，谁有解决办法，难道只能刷机吗，我的机器是路豹A9，京东买的！
3812,23451,求助中,导航,2017-1-29,2.2能否增加用户自定义线路导航啊,我在离线状态（甚至是联网状态） 高德给出的导航路线选择不一定是我想走的。    可能我需要有途径哪个地方或是哪条路的需求呢，能否增加途经点的设置，或是让用户自行定义某一段行程
3813,23794,求助中,,2017-2-20,手机 车机互联问题,手机收到微信定位，确发不到车机上，请问有那样方法
3814,23793,已解决,用户建议,2017-2-20,今天刚测试升级了德赛西威的5015，高德2.1正式版，仍然吃...,以为高德2.1正式版了，却仍然吃字啊。  还请高德工程师重视一下德赛西威用户的体验感受。    辛苦了。                                                                amap_183****5674fO5xP8St 获得最佳答案
3815,23673,已解决,,2017-2-14,2.1线路规划问题,今年春节出行全部用的高德2.1车机版，跨省导航基本正常，因为基本都是高速，推荐了几个备选路径也就是差个几十到上百公里，还算顺利。但是在县道乡道上规划问题就来了，我们从四川自贡的牛佛镇想去仙市古镇看一下，用高德导航，结果给我规划了一条全程走乡道，这乡道只能一辆车通过，要遇到对面来车那大家就找错车的地方吧，不是你退就是我退，有时候甚至要开到农民的院子里头让车，本来20公里的路程走了快两个小时才到，可把我折腾苦了。同车的本地人说他们都是牛佛出来走瓦市那条县道的，从来不走这个道，看我往这边开以为新修了一条路，没想到是这样的。高德的开发人员应该实地考查一下，这种只能通过一辆车的路根本不能出现在规划的范围内，根本没法走。                                                            amaph8NDIlh7 获得最佳答案
3816,23774,已解决,用户建议,2017-2-20,为什么我安装的导航，总是死机了？,&nbsp; &nbsp;&nbsp; &nbsp; 我是朗动12款，当时在汽配城安装 的飞歌导航，安卓4.0系统，最近下载了车机版本的高德地图，能正常打开，并连接手机WIFI热点，就是经常出现运行中死机现象；而且，中途使用倒车影像之后，也出现这样的情况。    &nbsp; &nbsp;&nbsp; &nbsp; 原导航配备的凯立德导航，没出现过这个现象，求教高手指点。                                                            amap7T96rMCP 获得最佳答案
3817,23742,求助中,导航,2017-2-17,车载内存小,车载内存小，导航地图文件大，想设置外卡，放在外置卡里，如何操作，求解答
3818,23795,求助中,,2017-2-20,我的导航内存还有7.6个G怎样升级最新的地图,我的安卓导航内存还有7.6个G，怎样升级最新版的全国地图？
3819,23798,已解决,用户建议,2017-2-21,[求助]公众版如何设置白天与晚上,各位，我刚刚使用高德车机版，应该属于公众版。目前发现一个问题，就是地图虽然有“白天”、“晚上”、“自动”三种显示模式，但在自动模式中，无法设置白天与晚上的起始结束时间点。特向大家请教，是我自己没有发现调整的办法，还是本身没有这个功能？？？谢谢！                                                            amaph8NDIlh7 获得最佳答案
3820,23783,求助中,语音,2017-2-20,没声音怎么办,全程一点声音都没有，这是什么原因
3821,23778,已解决,导航,2017-2-20,请问1.9版本的地图还会更新吗？,请问1.9版本的地图还会更新吗？                                                            amap_183****5674fO5xP8St 获得最佳答案
3822,23790,求助中,用户建议,2017-2-20,可以增加限速提醒吗？,如题，主要是想能增加一个限速提醒功能，自己可以设置普通道路和高速道路的提醒速度，有超过时就自动提醒（类似电子狗那样，一直提醒，直到低于当前道路的设定值）
3823,23710,求助中,,2017-2-16,有用最新版本的了吗,添加导航时车速和区间测速了吗&nbsp; &nbsp;
3824,23789,已解决,适配,2017-2-20,需求行影通车载导航适配版,版主请发行影通车载导航适配版给我，hjhprc2000@163.com                                                            amap_183****5674fO5xP8St 获得最佳答案
3825,23773,求助中,导航,2017-2-20,德赛西威5015B升级最新版还是吃字,德赛西威5015B升级最新版还是吃字，就不能测试一下再放出来吗？适配版的204版本闪退。到底是德赛西威的问题还是高德的问题啊。
3826,23772,求助中,用户建议,2017-2-20,能否增加当前路段限速显示提醒,我说的不是摄像头提醒，是一个路段一个路段的限速提醒（一直在屏幕上显示），因为有些路段有时限40，有时限80，有时又限60，偶尔会看走眼。
3827,23757,求助中,图面,2017-2-18,车机版高德导向道图标提示有点晚,&nbsp; &nbsp;车机版高德导向道图标提示有点晚，导向道提示基本上是到红绿灯下面了才出来提示，这时就没任何作用了，再变道就有可能被扣分或发生交通事故。在不熟悉的路段，没走过的路上这个功能是很有用的，希望高德能把导向道提示提前一些。  &nbsp; &nbsp; 还有就是语音播报声音比较小，和车载的声音不是一个比例，比如车载声音是10，导航的声音只有5了，希望也能优化一下 。  
3828,23762,求助中,用户建议,2017-2-18,高德导航路径规划有问题啊舍近取远,  车机版才用了两三天，发现在某路口路径规划很奇怪，应该左转的（可以左转的路口），规划的导航路线非得要直行过路口，然后掉头开回来，再右转。经过这路口基本每次都是这样的。                IMG_2687.JPG (203.88 KB， 下载次数: 0)    下载附件        2017-2-18 19:42 上传                      
3829,23734,求助中,用户建议,2017-2-17,建议增加像凯立德的回避功能，就能达到自主规划线路！...,建议增加像凯立德的回避功能，就能达到自主规划线路！！！！！
3830,23785,已解决,车机互联,2017-2-20,请问，用手机往车机传送地图数据需要流量吗？谢谢,如题，谢谢                                                            amap_183****5674fO5xP8St 获得最佳答案
3831,23598,已解决,用户建议,2017-2-10,车机版（非2.0）不连接WIFI，高速上无法显示下一个服务区,图中下方的服务区距离，要连接WIFI才能显示，不连接是不会出来的，这个可以设置不连接就出来吗？感觉不够人性化，这个距离预测的，不需要连接WIFI的啊                                                            amap_183****5674fO5xP8St 获得最佳答案
3832,23739,求助中,导航,2017-2-17,规划线问题,本人用车机2.0从广西南宁到贺州，选择贵梧高速为途径，发现规划线中贵梧高速所有出口都播报要下，太奇怪。而且明明已经定途径点在高速路上，规划线还是绕到其他乡道、县道去。
3833,23722,求助中,用户建议,2017-2-16,开发的同学，给你2个“叮咚”音效文件！,首先肯定的是，高德地图车机版确实很好，已成为我车机首选的导航软件。  从WINCE时代起，我就用高德了，每次到了路口，总是“当”的一声，吓我一大跳，因为这个声音跟我的宝来车的警告音一模一样，比如说油量不足了，就是这个警告音！高德导航一出现这个“当”的声音，我总要低头看一看仪表盘，生怕车子出现了什么故障！！！  因为这个原因，不敢用WINCE版的高德，一直放弃。相比之下，WINCE版的凯立德、美行、道道通都没有这个问题，最好的是美行，到了路口美行的提示音是清脆的“叮咚”声，不是很响但很清晰。  现在安卓版的高德地图，很好，特别到了2.10版，几乎是完美了，但是这个“当”的声音还在，虽然比WINCE时代的高德导航的“当”的声音要明显轻得多，但仍旧会强迫使人低头看仪表盘。  我在高德车机版的安卓目录里寻找音效文件，试图自己作出更改，但是找不到存放音效文件的目录。显然自己更改是不行的。      关于这个要求，我已发了多个帖了，但你们总是答复“我们一直啊改进哦”，却一直不改！  再发帖的目的，是请你们切切实实地作出改变，改善用户体验，而不是仅仅回答“我们一直啊改进哦”！      附上2个“叮咚”音效mp3文件，打了个压缩包，含2个文件，都很小，都只有10k多一点，但是音效都很理想，清脆响亮，请尽早改，谢谢啊！！！！！
3834,23758,求助中,地图数据,2017-2-18,无法识别U盘问题,1、由于导航内置存储空间不够用，将地图数据设置在外置卡1上（我导航2个外置卡），零数据更新时，提示U盘无数据（为了更新，将2张外置卡都拷上了下载的amapauto8全国地图）。  2、另：昨天在线下载全量地图数据、四川省地图数据，今日打开导航时提示无地图数据？？？何解？？？  3、以前将地图数据放置于内置存储空间时，可U盘零数据更新。
3835,23706,求助中,,2017-2-15,能否智能学习经常走的线路，非导航的线路,能否智能学习经常走的线路，非导航的线路
3836,23718,求助中,车机互联,2017-2-16,车机互联一键发送问题,最新版本手机高德地图和最新版本高德车机版之间能否设置一键，一键，一键，一键发送按钮，而不是现在的点选手机上的  第一步，点选手机上的车图标，  第二步，发送路线到车载，  第三步，点选搜索按钮（点选地图或输入目的地）或语音  第四部，发送到车机版  第五部，还点掉已经发送的对话框  能否一键这样设置？？？？？  1，手机点选的目的地  3，历史路线目的地  4，正在手机导航中的目的地和路线，  有个按钮（偏好按钮一样，不是进入好几个界面，点选详情，分享，发送之类，觉得不够人性化）直接映射直接映射直接映射（重要的人性化按钮说3遍）到车载导航  5，路线中（现有白色路线标记）上下高架，桥梁，隧道，走辅路等明确写上，容易判别（光有白色显示有欠缺表达）  7，导航过程中手指长安增加直接点选别的目的地（或输入）直接更换目的地导航  8，导航中显示多条路线并且可以切换（显示大概时间和道路名字，百度已经这样做了，你们在不更新要落后啊）  
3837,23741,求助中,,2017-2-17,为什么没有鹰眼小地图显示,如题，新下载的地图，导航时为什么没有鹰眼小地图显示？车机手机都没有.
3838,23725,求助中,,2017-2-16,没有人需要这样的功能吗：追踪汽车位置,安装车机版后，如果能通过手机，实时追踪汽车位置，就再也不怕忘记车停在什么地方了，甚至能起到简单的防盗功能
3839,23763,求助中,用户建议,2017-2-18,看看能改进不？,  车机版2.0用了几天发现两点不足，高德的产品经理看看能改进不  1.导航路径不能设置途经点，太落后了。五六年前各家都这样，可近年来百度、凯立德之类的都早添加了途经点功能，某些时候真的是需要。    2.导航途中沿途搜索的思路，反正我个人觉得很奇特，为什么始终没有停车场？1.9版就这样，2.0版还是这样，2.0版加了个厕所进去算是提升用户体验了？沿途搜索里面，我实在是想不明白为什么会认为开车的时候，需要厕所、维修站的机会比需要停车场的机会多？    
3840,23632,求助中,导航,2017-2-12,兄弟们速来研究研究，车载导航(高德)定位延迟问题,硬件：飞歌G9 -&gt; 固件已刷最新版（2016年12月版本）  地图软件：高德地图V2.1.0正式版（2016-12-29的版本）  地图数据：官方下载的全国数据包(数据是显示对了，但就是定位感觉是延迟的)    问题：  例如现实行车中已经经过了KFC的坐标起码有20米了(基本上倒后镜都看不到KFC了)，但地图显示自己的车才刚到KFC的点；  这GPS定位不够准确吗？还是导航软件的问题？我看过GPS的信号是挺好的，搜到很多卫星的、      请问，大家有没有遇到我这种情况？有什么解决办法？
3841,23613,已解决,导航,2017-2-10,喜欢导小路 路不好的高德, 本帖最后由 壹颗心 于 2017-2-11 21:20 编辑   RT&nbsp; &nbsp;希望改进下。。&nbsp;&nbsp;来个按钮设置拥堵的情况下不选择小路&nbsp;&nbsp;大路又不可能是只有一条。 上次去上海选择导航回宁波&nbsp;&nbsp;导到了死胡同。。路面又窄。。而且又是晚上。。 不想多说了。还有浙江乡下你在小路导小路无所谓。可特么老喜欢抄近路。。走小路。。路面不好。。增加油耗有木有 路面不好开不快&nbsp;&nbsp;还不如大路远个1-3公里呢。。还有就是今天去前童古镇&nbsp;&nbsp;准备回力洋镇&nbsp;&nbsp;非要进小路。。坑爹。。两条提示右转小路 被我直接直行。。到了第三条又要我右转。。特么的修路的&nbsp;&nbsp;还要我进 ？幸亏自己一心想着要去走大路去县城走外环&nbsp;&nbsp;直直开 看路标&nbsp; &nbsp;否则又被高德坑进去了。&nbsp; &nbsp;回正题。。希望给个规划自定义&nbsp;&nbsp;拥堵的情况下不走小路 还是选择大路&nbsp;&nbsp;在没有拥堵的大路优先绕道&nbsp;&nbsp;远个几公里无所谓。小路虽然近。。可走不快&nbsp;&nbsp;还是鸡肋&nbsp;&nbsp;还不 如大路&nbsp;&nbsp;要走小路的前提下。路线显示超红导航小路&nbsp;&nbsp;那样就最好。。请高德工程师优化更智能一点&nbsp;&nbsp;谢谢 。。。    附图 看吧。。。百度和高德。。。百度的规划有大路&nbsp;&nbsp;不用途径点&nbsp;&nbsp;来回路径差不多。。然后再看看高德。。呵呵。。。。搞笑的高德规划1走高速。。回去的路径怎么不规划高速？？？？                QQ截图20170211211213.jpg (70.66 KB， 下载次数: 0)    下载附件        2017-2-11 21:15 上传                            QQ截图20170211211309.jpg (75.35 KB， 下载次数: 0)    下载附件        2017-2-11 21:15 上传                            QQ截图20170211211404.jpg (97.92 KB， 下载次数: 0)    下载附件        2017-2-11 21:15 上传                            QQ截图20170211211447.jpg (87.44 KB， 下载次数: 0)    下载附件        2017-2-11 21:15 上传                                                                          amap_137****84311MtpGDzo 获得最佳答案
3842,23761,求助中,导航,2017-2-18,车机版不能离线,已经安装了最新的车机版了，但问题依旧，自从更新了2.1版后，联网时在线下载了离线地图，但是断开网络再进去，依然提示“暂无可用地图数据”，难道车机版只能在线用吗？出了本地流量用不起啊！
3843,23764,求助中,,2017-2-18,我的高德导航 过有监控路口时不提醒 过去了就提醒有监控,我的高德导航， 过有监控路口时不提醒， 路口过去了就提醒前边几百米有监控啊&nbsp;&nbsp;车机版 车载导航
3844,23754,求助中,导航,2017-2-18,软件升级问题,车机版软件进入【设置】--【其他设置】--【关于软件】中，选择检测更新，总是显示程序是最新的，但已经有正式新版了。下载程序重新安装，需要卸载旧版吗
3845,23736,求助中,导航,2017-2-17,2月14日的版本有区间测速吗？,2月14日的版本有区间测速吗？
3846,22127,已解决,用户建议,2016-12-1,车机版能不能增加开机默认打开电子狗的开关？, 本帖最后由 wx_静波 于 2016-12-2 11:15 编辑   如题，有的时候不需要导航，只是需要电子狗播报，每次都要手动开高德有点麻烦，我看启动项里有高德的身影，但就是占着内存不起作用，非要手动打开高德才能播报电子狗，而且非导航状态，必须当前窗口才能播报，最小化后就不能播报了，和手机版完全一样，现在好多车包括后装的导航都是ANDROID系统了，既然高德除了车机版，就要有车机版的特点，不然和手机版一样，那车机版搞了有啥意思？      另外能不能增加单行道提示，比如前方道路静止左转或者当前时间段禁止左转之类的，当然我最希望的还是车机版能增加开机之后后台能播报电子狗的功能。                                                            amap_188****3925qHfvuXAN 获得最佳答案
3847,23744,求助中,车友分享,2017-2-17,版本更新问题,本人新买的车。刚装的导航。版本是高德V1.4.2.2061 请问这个版本能升级成V2.1.0吗？之前在里面的地图数据要全删掉还是直接下载2.1.0的地图数据覆盖掉就可以了。  
3848,23661,求助中,导航,2017-2-14,关于红绿灯导向道标志提示的问题！,过红绿灯的时候，在一些拥堵的地段，在加上不是熟悉的道路，这个时候就用上地图上的导向道图标提示了。但是高德的导向道提示基本上是到红绿灯下面了才出来提示，这时就没任何作用了。如何能在红绿灯处提前提示个300-500米。那样就会很容易的选择自己要走的道。特别是在不熟悉的拥堵路段，没走过的路最有相助作用。希望高德可以考虑一下。
3849,23749,求助中,,2017-2-17,我在pc版本里面，怎么管理‘我的收藏’,我要在http://ditu.amap.com/ pc版本里面，需要管理车机的收藏，怎么搞呢  我的车机版是最新的安卓在线车机
3850,23733,求助中,车友分享,2017-2-17,最新地图也更新了~~~2.14,主程序更新了&nbsp;&nbsp;最新地图也更新了&nbsp; &nbsp;见图                  未命名.JPG (40.75 KB， 下载次数: 1)    下载附件        2017-2-17 07:44 上传              
3851,23740,求助中,用户建议,2017-2-17,希望增加收藏线路共享,机车版现在地名收藏已经和手机端共享了，什么时候增加线路收藏也共享下  
3852,23745,求助中,导航,2017-2-17,车镜版的啥时候更新，都准备有哪些更新,如题，强烈建议更新车镜版，并且增加手机交接车镜功能，可以发送导航目的地一类的！
3853,23721,求助中,地图数据,2017-2-16,官网机车版地图显示6.4G,我下载完，解压后怎么都10G正常吗
3854,23737,求助中,地图数据,2017-2-17,长安CS35下载N遍都卡在81.6%，换了不同的下载方式也要一样,  请问这是什么情况呢？源数据包就有问题？
3855,23730,已解决,导航,2017-2-16,请问华晨宝马528Li原车导航能不能装上高德地图使用呢,请问华晨宝马528Li原车导航能不能装上高德地图使用呢？                                                            amap_138****8393SGY20GtU 获得最佳答案
3856,23714,求助中,适配,2017-2-16,2017款迈锐宝,2017款迈锐宝可以安装高德地图吗？怎么安装
3857,23735,求助中,地图数据,2017-2-17,无法安装2.0.2061,我是天之眼t1，无法安装更新2.1.2061版本
3858,23715,求助中,适配,2017-2-16,车机时速问题,我车子是16款艾力绅经典版，安卓版本为4.2.2。车子安装高德车机版，地图显示时速基本是实际速度的两倍，如何解决。
3859,23708,求助中,,2017-2-16,怎么车机版的下载链接全是高德地图8.0？,网站的管理员是怎么搞的？
3860,23716,求助中,,2017-2-16,线路规划问题,车机版线路规划（在已知线路情况）有很多地方不合理，建议：像凯立德一样在规划好的线路图上可以手动拖动改变线路的功能
3861,23634,求助中,用户建议,2017-2-13,有些同名地点不好找不到,同城同名没法找到地址想去的地址，要输精确的地名才可以
3862,23705,求助中,,2017-2-15,导航导不出来别的城市,&nbsp;&nbsp;车导航出现别的城市导不出来么&nbsp;&nbsp;如 内蒙古 赤峰市&nbsp;&nbsp;显示连接失败 需要网络连接 求大神讲解，谢谢
3863,23729,已解决,导航,2017-2-16,请问BMW528Li能不能装上高德地图使用呢,请问BMW528Li能不能装上高德地图使用呢                                                            amap_138****8393SGY20GtU 获得最佳答案
3864,22527,已解决,高德地图车镜版,2016-12-15,车镜版导航的包名和启动activity 有人知道吗,车镜版导航的包名和启动activity 有人知道吗                                                            amap_188****3925qHfvuXAN 获得最佳答案
3865,19062,已解决,导航,2016-7-30,请问路虎发现神行国产版可以升级地图包吗,请问路虎发现神行国产版可以升级地图包吗，在哪里下载，我不知道怎么操作，求大神..                                                          amap2d3b85ki 获得最佳答案
3866,23703,求助中,语音,2017-2-15,车机版无语音播报,东风日产奇骏DA2，安装高德地图车机版显示正常，但是没声音，设置里音量开到最大的，蓝牙音乐正常，怎么回事？
3867,23702,求助中,,2017-2-15,右边指示信息排列感觉需要优化,如标题
3868,23711,求助中,定位,2017-2-16,飞歌G8二代使用高德车机版V2.1.0存在的几个问题。,车机型号：飞歌G8黄金二代  车机安卓版本：5.1.1  高德车机版本：V2.1.0（2月14日最新版本）  行车城市：广东东莞&nbsp;&nbsp;（ 广东深圳也存在同样问题）  网络状况：机身插入中国联通4G上网卡，网络状况非常好    存在问题：1，车机巡航模式下，定位延迟2-3秒，根据车速不同，按60KM/H计算，存在20-30M定位误差。  &nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp; 2，车机巡航模式下，电子眼、限速、监控经常漏报，报不报基本看高德车机心情。同样的路，每次报的都不一样，测试路段：东莞莞樟路、东莞东部快速干线等，但在导航模式下，都会报。  &nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;3，车机巡航模式下，经常将“测速拍照”报为“违章拍照”，但在导航模式下，则报为“测试拍照”  &nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;4，车机巡航模式下，电子监控提前报道距离不一致，高速与快速路提前300米，有时是150米，城市道路有时是300米，有时是200米，有时是150米。但是导航模式下，快速基本上是提前700米，城市道路提前300米。相信经常开车的同学，知道150米的时侯，留过自己减速的时间有多少。    从上基本上看到，车机巡航模式下，存在的问题比较多，而且都是严重影响使用体验的问题，希望高德同学能及时处理，如果需要更多资料，在我有的情况下，我可以提供。    PS：车机自带V1.9版本同样存在上述问题。  
3869,23658,已解决,导航,2017-2-13,高德导航定位问题实测,远景2016手动，卸了KLD装了高德地图。跑了一趟老家发现问题如下：  1、开了高速优的话有条件就必须把你往高速上整，绕一大圈在所不惜，开了躲避拥堵就必须把你往村级公路整！  2、区间测速不提示！！  3、定位延迟！！！（5o米，开车情况下足够致命！！！！）                                                              amap_133****0278lUDDKzxE 获得最佳答案
3870,23692,求助中,,2017-2-15,有关设置问题，还有就是手机更新地图的方法。,如何重新设置家的地址及公司地址等，还有关地图的更新，电脑下载的数据如何拷到手机中，就是拷到手那那一个安装目录。
3871,23677,求助中,用户建议,2017-2-14,高德适配版背景太亮至看不清路,高德适配版背景太亮看还清楚路，而且还不能调节背景亮度希望官方处理下
3872,23699,求助中,导航,2017-2-15,请问在哪里可以下到高德车载导航wince的最新版？,如题，谢谢。
3873,23678,求助中,用户建议,2017-2-14,地图模式下，不联网，很多监控探头限速不播。,最近发现，地图模式下行车（非导航，只想听一下监控、限速等信息），不联网，很多监控探头限速不播，这点相当不满意。小德什么时候改进一下，确实漏报太多监控摄像头了！
3874,23682,求助中,,2017-2-14,装机问题,我今天把车机恢复出厂以后从新下载的1，9版本。地图也是1，9那个旧版本里面下载的。  感觉显示的没有以前好了。还有点卡。是不是地图版本装低了呢？  要是装低了怎么能下载1，9版本的地图呢？
3875,23683,求助中,,2017-2-14,情人节看到新版, 本帖最后由 土豆丝385 于 2017-2-14 22:28 编辑   情人节看到新版，车上不能更新，用U盘更新，发现新版能搜到北斗星了。先赞一下！高德人员辛苦了！明天开车试试看…
3876,23688,求助中,语音,2017-2-15,V2.1.0.2061版本声音问题, 本帖最后由 WolfMan 于 2017-2-15 14:19 编辑   今早，早早的就升级到最新版本～V2.1.0.2061。  安装完毕后，测试后，发下如下声音问题。  在导航默认音乐播放器下，导航有声音播报。  在广播模式下，导航就没声音了。  在线控模式下，导航也没有声音了。  在蓝牙模式下，导航也没有声音了。  车辆～猎豹cs10。  【设置】-【其他设置】-【关于我们】界面点击左侧的蓝色小飞机图标十次，然后将autolog开关打开，获取log日志。猎豹cs10。把所有数据～邮件给你们了。希望下次可以改进～或者有适配版本。
