,comments,down,favs,hl,mall,neat_title,pid,tag,up,NPS
413,196,126,31,优先提车权、1000元油卡,天猫精选,Land Rover 路虎 星脉 线上专享优惠,7737984,新车预售,216,26.31578947368421
414,165,18,51,448000元起,天猫精选,阿尔法罗密欧 Stelvio 斯泰维 豪华中型SUV,7738080,驾驶者之车,248,86.46616541353383
415,55,55,10,1460元购车礼包,易车,一汽大众 新速腾 线上专享优惠,7738058,购车必看,19,-48.64864864864865
416,35,12,10,1460元购车礼包、2年0利率金融礼包,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7735505,购车必看,66,69.23076923076923
417,243,51,48,1460元购车礼包、1-5年低利率金融礼包、置换补贴,易车,VOLVO 沃尔沃 V90 Cross Country 线上专享优惠,7735003,旅行首选,194,58.36734693877551
418,38,58,9,首付低至4万、1460元购车礼包、1000元油卡,易车,宝马 1系 线上专享优惠,7734616,购车必看,6,-81.25
419,37,9,16,最高享25%购置税补贴、8000元置换补贴、1460元购车礼包,易车,斯柯达 速派 线上专享优惠,7733570,购车必看,35,59.09090909090909
420,28,17,8,1460元购车礼包,易车,一汽大众 高尔夫 嘉旅 线上专享优惠,7733027,购车必看,14,-9.67741935483871
421,17,29,6,1460元购车礼包,易车,BMW 宝马 X1 线上专享优惠,7732761,购车必看,6,-65.71428571428571
422,117,18,21,1068800元起,天猫精选,玛莎拉蒂 Levante 天猫专享车源,7729183,声浪演奏家,683,94.8644793152639
423,34,8,56,最高享万元补贴、50%购置税减免,易车,易车多款车型线上专享优惠,7729655,金九银十购车季,13,23.809523809523807
424,179,13,62,笑到最后的却是奔驰AMG 43！,什么值得买,众泰“改邪归正”，斯柯达“败光人品”,7731103,8月新车值不值,100,76.99115044247787
425,372,397,49,15-16.3万元,什么值得买,长城魏派VV5s 全新紧凑级SUV,7730093,新车上市,216,-29.526916802610113
426,70,12,22,50%购置税补贴、10000元保险补贴、36期0利率、1460元购车礼包,易车,VOLVO 沃尔沃 S90 线上专享优惠,7729498,购车必看,103,79.13043478260869
427,26,4,5,1460元购车礼包,易车,宝骏 730 线上专享购车补贴,7729325,购车必看,38,80.95238095238095
428,62,4,11,1460元购车礼包,易车,宝骏 510 线上专享优惠,7726304,购车必看,42,82.6086956521739
429,101,120,22,预售价5万-8万,什么值得买,北京现代 全新瑞纳,7720245,新车预售,58,-34.831460674157306
430,355,545,23,16.98万-24.98万,什么值得买,北京现代 索纳塔九,7721952,新车上市,91,-71.38364779874213
431,20,19,3,最高享1500元京东E卡、2年免费保养、8000元置换补贴等,易车,林肯 MKC 线上专享优惠,7726085,购车必看,11,-26.666666666666668
432,143,9,28,限北京地区,什么值得买,凯迪拉克全系大促 预约试驾送机油,7721499,NULL,80,79.7752808988764
433,147,50,35,155.8万-267.8万元,天猫精选,Land Rover 路虎 揽胜,7725240,英国王室座驾,284,70.05988023952095
434,99,6,39,1460元购车礼包、400元现金红包、18期0利率、50元话费、交强险礼包,易车,宝骏 310W 线上专享优惠,7721731,购车必看,134,91.42857142857143
435,12,9,6,500元购车礼包、2年0利率、4999元现金抵扣、抽半价车购买资格,车享,BUICK 别克 威朗 线上专享优惠,7719667,购车必看,15,25.0
436,163,52,31,928000元起,天猫精选,Land Rover 路虎 揽胜运动版,7717048,购车必看,285,69.13946587537092
437,101,33,38,7.38万-11.68万,易车,广汽传祺 GS3 小型SUV,7716609,新车上市,76,39.44954128440367
438,81,65,15,500000元起,易车,全新一代奥迪Q5 2.0T DYNAMIC 动感版,7714330,抢先体验,93,17.72151898734177
439,96,15,13,638000元起（欧规版）,易车,2016款 沃尔沃 XC90 T6 7座,7713774,购车必看,176,84.29319371727748
440,153,8,29,675000元起（欧规版）,易车,BMW 宝马 X5 3.0T 汽油版,7713999,购车必看,223,93.07359307359307
441,87,136,10,7.58万-10.38万,天猫精选,Luxgen 纳智捷 U5 小型SUV,7708635,新车上市,20,-74.35897435897436
442,147,23,47,22.09万-25.09万元,什么值得买,雪佛兰 探界者 RS 运动版,7707030,新车上市,121,68.05555555555556
443,94,16,25,35.99-53.99万元,什么值得买,上汽通用凯迪拉克XT5,7706550,新车上市,87,68.93203883495146
444,801,11,68,报名免费参加！,什么值得买,和摩拜创始人面对面，探讨未来出行方式,7702940,周末活动推荐,60,69.01408450704226
445,146,30,39,68.8万-106.8万,什么值得买,AMG系列入门款 43系列,7705101,新车上市,247,78.33935018050542
446,78,8,16,限北京，全系优惠9万元,什么值得买,运动标杆之争 选3系还是ATS-L？,7702896,购车必看,16,33.33333333333333
447,146,25,31,450000元（加拿大版）,易车,2017款 塞纳 3.5L LE 两驱版,7702454,奶爸好帮手,88,55.75221238938053
448,235,30,85,370000元（中东版）,易车,2017款 普拉多 2700 TX版,7702288,购车必看,319,82.8080229226361
449,230,28,49,730000元（欧规）,易车,2016款 保时捷 卡宴 3.0T 柴油版 国四,7701068,购车必看,658,91.83673469387756
450,168,71,14,1230000元（欧规版）,易车,Land Rover 路虎 2017款 揽胜 3.0T 汽油版,7700082,购车必看,375,68.16143497757847
451,216,85,80,5.68-9.18万元,什么值得买,众泰T300 全新小型SUV,7698326,新车上市,251,49.404761904761905
452,61,15,21,988800元起,易车,林肯 Navigator 领航员 3.5T AWD 大型SUV,7695667,陆地方舟,356,91.91374663072777
453,451,199,84,11.99-17.49万元,什么值得买,上汽斯柯达新明锐,7679253,新车上市,160,-10.86350974930362
454,28,35,11,最高享1500元京东E卡、2年免费保养、10000元置换补贴等,易车,林肯 MKX 中大型豪华SUV线上专享优惠,7693598,购车必看,15,-40.0
455,232,22,63,605000元起（中东版）,易车,2017款 丰田 兰德酷路泽 4.0L,7693315,进藏首选,319,87.09677419354838
456,115,19,38,670000元起（欧规版）,易车,2016款 沃尔沃 XC90 T6 7座,7692874,购车必看,249,85.82089552238806
457,178,60,16,530000起（墨规版）,易车,2018款 奥迪 Q5 2.0T DYNAMIC 动感版,7687532,抢先体验,122,34.065934065934066
458,96,17,43,690000起（欧规版）,易车,2017款 宝马 X5 3.0T 汽油版,7688055,购车必看,325,90.05847953216374
459,13,25,4,最高享1500元京东E卡、2年免费保养、8000元置换补贴等,易车,林肯 MKC 线上专享优惠,7679193,美式豪华,12,-35.13513513513514
460,215,19,115,2017年7月,什么值得买,MPV销量与价格优惠排行榜,7679208,车榜单,48,43.28358208955223
461,85,19,9,315000起拍,易车,2017款 福特 野马 2.3T 汽油版 黑色 美规车,7676359,易车818购车节,60,51.89873417721519
462,212,5,135,7月A级车销量竞猜中奖名单揭晓,什么值得买,2017年7月 SUV销量与价格优惠排行榜,7673680,车榜单,48,81.13207547169812
463,34,5,20,500元购车礼包、7000元购置税补贴,车享,荣威 RX5 线上专享优惠,7673504,购车必看,40,77.77777777777779
464,35,24,13,500元购车礼包,车享,斯柯达 柯迪亚克 线上专享优惠,7673059,购车必看,14,-26.31578947368421
465,147,43,35,399900元起,什么值得买,2017款 雪佛兰 科迈罗 RS 2.0T,7672717,美式肌肉车,140,53.00546448087432
466,15,13,3,最高享1500元京东E卡、2年免费保养、10000元置换补贴等,易车,林肯 MKX 中大型豪华SUV线上专享优惠,7671148,购车必看,8,-23.809523809523807
467,171,129,84,租金：999元/日均,START共享有车生活平台,TESLA 特斯拉 Model X ,7668847,回头率爆表、限北京,131,0.7692307692307693
468,33,10,11,500元购车礼包、2年0利率、4999元现金抵扣、抽半价车购买资格,车享,BUICK 别克 威朗 线上专享优惠,7669186,购车必看,28,47.368421052631575
469,320,7,296,7月A级车销量竞猜中奖名单揭晓,什么值得买,2017年7月 轿车销量与价格优惠排行榜,7668233,车榜单,49,75.0
470,17,7,4,最高享1500元京东E卡、2年免费保养、8000元置换补贴等,易车,林肯 MKC 线上专享优惠,7663401,美式豪华,14,33.33333333333333
471,18,27,14,5000元保险补贴、17600元金融礼包、5000元置换补贴、1500安全座椅优惠券,车享,上汽大众 途观 线上专享补贴,7662581,购车必看,8,-54.285714285714285
472,55,8,14,500元购车礼包,车享,Cadillac 凯迪拉克 CT6 线上专享优惠,7662112,购车必看,60,76.47058823529412
473,32,3,2,500元购车礼包、2000元购车礼包、6000元置换补贴,车享,雪佛兰 迈锐宝XL 线上专享优惠,7661736,购车必看,25,78.57142857142857
474,149,26,339,普拉多、野马等多款车型好价,易车,易车818平行进口购车节,7656794,购车必看,152,70.78651685393258
475,174,32,31,911000元起,天猫精选,玛莎拉蒂 Ghibli轿车系列 新车订金,7655597,意式豪华,760,91.91919191919192
476,7,2,1,最高享1500元京东E卡、2年免费保养、10000元置换补贴等,易车,林肯 MKX 中大型豪华SUV线上专享优惠,7655135,购车必看,6,50.0
477,4,1,2,1000元油卡、1460元购车礼包、3年免费保养、优先提车权,易车,广汽传祺 GS3 线上专享优惠,7654945,购车必看,16,88.23529411764706
478,509,157,244,选购指南,什么值得买,13万元紧凑型轿车怎么选？三厢篇,7613265,购车必看,48,-53.170731707317074
479,12,12,9,最高享1500元京东E卡、2年免费保养、8000元置换补贴等,易车,林肯 MKC 线上专享优惠,7644980,购车必看,17,17.24137931034483
480,62,21,10,500元购车礼包,车享,Cadillac 凯迪拉克 ATS-L 线上专享优惠,7645573,购车必看,32,20.754716981132077
481,95,17,34,抽半价车购买资格,车享,别克 威朗 线上专享优惠,7643082,购车必看,29,26.08695652173913
482,45,40,14,5000元保险补贴、17600元金融礼包、5000元置换补贴、1500安全座椅优惠券,车享,上汽大众 途观 线上专享补贴,7642913,购车必看,23,-26.984126984126984
483,8,5,9,最高享1500元京东E卡、2年免费保养、10000元置换补贴等,易车,林肯 MKX 中大型豪华SUV线上专享优惠,7640198,购车必看,29,70.58823529411765
484,60,2,62,2017年第二季度,什么值得买,二手SUV &amp; MPV销量排行,7633640,车榜单,30,87.5
485,18,13,4,最高享1500元京东E卡、2年免费保养、8000元置换补贴等,易车,林肯 MKC 线上专享优惠,7634786,美式豪华,12,-4.0
486,120,51,44,16.85-24.9万,什么值得买,上汽大通D90 全新中大型SUV,7633875,新车上市,115,38.55421686746988
487,27,6,11,1000元油卡、1460元购车礼包、3年免费保养、优先提车权,易车,广汽传祺 GS3 线上专享优惠,7631595,新车预售,35,70.73170731707317
488,102,10,17,988800元起,易车,林肯 Navigator 领航员 3.5T AWD,7630779,陆地方舟,349,94.42896935933148
489,138,21,24,681800元起,天猫精选,奥迪TTS Coupé新车订金,7627568,不是超跑，胜过超跑,190,80.09478672985783
490,388,342,59,146800元起,天猫精选,北京汽车 BJ40 越野SUV,7623047,战狼同款,241,-17.32418524871355
491,30,26,11,最高享1500元京东E卡、2年免费保养、10000元置换补贴等,易车,林肯 MKX线上专享优惠,7620964,购车必看,23,-6.122448979591836
492,282,67,66,1460000元起,天猫精选,2017款 玛莎拉蒂 Quattroporte 总裁轿车,7620829,稀世良驹,1748,92.61707988980716
493,105,3,136,2017年第二季度,什么值得买,二手轿车销量排行,7618807,车榜单,67,91.42857142857143
494,34,6,12,最高享1500元京东E卡、2年免费保养、8000元置换补贴等,易车,林肯 MKC 线上专享优惠,7616411,美式豪华,40,73.91304347826086
495,9,2,4,765000元,天猫精选,2017款BMW/宝马 X6 M版,7609415,NULL,51,92.45283018867924
496,10,2,0,730000元,天猫精选,2017年款BMW/宝马 X5 X-line版,7609434,NULL,32,88.23529411764706
497,5,0,1,99元,天猫精选,福田汽车 欧马可S3 国V豪配版 下订抵1099元 赢油卡,7608864,NULL,11,100.0
498,126,18,56,85500元（可分期）,天猫精选,FOTON 福田汽车 欧马可1系 超值版,7608905,创业好帮手,341,89.97214484679665
499,140,38,27,978000元起,天猫精选,JAGUAR 捷豹 F-TYPE 3.0T S硬顶版,7603430,驭风而行,471,85.0687622789784
500,163,25,79,挑落本田CR-V的，竟是4万块的国产车？,什么值得买,说好“买不起的都点值，情怀车型都点值”,7584578,7月新车值不值,140,69.6969696969697
501,111,68,32,3000元置换补贴,天猫精选,北京汽车BJ80 越野SUV 线上专享补贴,7600187,阅兵同款,71,2.158273381294964
502,17,7,14,1460元购车礼包、50元试驾红包,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7600034,购车必看,52,76.27118644067797
503,25,11,9,1460元购车礼包,易车,宝马 X1 线上专享优惠,7600011,购车必看,20,29.03225806451613
504,38,36,7,1460元购车礼包,易车,一汽大众 高尔夫 线上专享补贴,7599871,购车必看,23,-22.033898305084744
505,240,38,37,1898000元起,天猫精选,奥迪 RS7 Sportback,7599045,性能怪兽,1214,93.9297124600639
506,42,14,7,50%购置税补贴、10000元保险补贴、36期0利率、1460元购车礼包,易车,沃尔沃S90线上专享优惠,7597383,购车必看,54,58.82352941176471
507,43,21,8,直降510元车款,易车,宝骏 510 线上专享优惠,7590973,10点开抢,30,17.647058823529413
508,40,15,9,全系减免25%购置税、1460元购车礼包,易车,斯柯达 晶锐 线上专享补贴,7590733,购车必看,18,9.090909090909092
509,207,14,40,50%购置税补贴、10000元保险补贴、36期0利率、1460元购车礼包,易车,沃尔沃S90线上专享优惠,7590520,购车必看,133,80.95238095238095
510,33,5,6,1460元购车礼包、50元试驾红包,易车,奇瑞 艾瑞泽7 线上专享补贴 ,7590194,购车必看,42,78.72340425531915
511,30,52,4,1460元购车礼包,易车,一汽大众 新速腾 线上专享优惠,7590137,购车必看,13,-60.0
512,227,40,28,1598000元起,天猫精选,Audi 奥迪 RS6 Avant,7589052,高性能旅行车,683,88.93499308437067
513,86,13,8,最高享25%购置税补贴、8000元置换补贴、1460元购车礼包,易车,斯柯达 速派 线上专享优惠,7586016,购车必看,15,7.142857142857142
514,41,15,17,1460元购车礼包,易车,BMW 宝马 3系 线上专享优惠,7585945,购车必看,38,43.39622641509434
515,22,7,7,2500元现金优惠、1000元现金礼包、500元现金红包,易车,广汽传祺 GS4 线上专享优惠,7585826,购车必看,24,54.83870967741935
516,18,17,12,最高享1.2万元置换补贴、2000元现金抵扣、1260元购车礼,易车,上汽大众 途安L 线上专享优惠,7585605,购车必看,23,15.0
517,27,6,2,1460元购车礼包、50元试驾红包,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7585528,购车必看,54,80.0
518,48,53,18,8.39-13.29万,什么值得买,长安CS55 全新紧凑型SUV,7577313,新车上市,41,-12.76595744680851
519,194,24,29,1370000元（支持花呗分期）,天猫精选,2017款 凯迪拉克 凯雷德 6.2L ESV铂金版加长型,7584481,天王座驾,655,92.93078055964654
520,26,4,9,1460元购车礼包、瑞士背包、空气净化器,易车,宝骏 730 线上专享购车补贴,7583611,10点开抢,53,85.96491228070175
521,491,156,266,选购指南,易车,13万元紧凑型轿车怎么选？两厢篇,7560721,NULL,30,-67.74193548387096
522,78,31,22,548000元起（定金可用花呗分期）,天猫精选,2018款 捷豹 F-PACE 整车订金,7581721,购车送油卡,142,64.16184971098265
523,23,89,9,1460元购车礼包、1500元安全座椅优惠券、2年0利率,易车,上汽大众 途观L 线上专享补贴,7581524,购车必看,18,-66.35514018691589
524,7,9,6,2500元现金优惠、1000元现金礼包、500元现金红包,易车,广汽传祺 GS4 线上专享优惠,7581409,购车必看,17,30.76923076923077
525,221,50,33,2538000起,天猫精选,2016款 奥迪 R8 V10 Coupe Performance,7580872,钢铁侠座驾,1313,92.66324284666177
526,8,6,4,1460元购车礼包、空气净化器、瑞士背包,易车,宝骏 560 线上专享优惠,7577880,10点开抢,13,36.84210526315789
527,25,16,6,1460元购车礼包,易车,一汽大众 高尔夫 线上专享补贴,7575751,购车必看,13,-10.344827586206897
528,20,26,11,1460元购车礼包,易车,宝马 X1 线上专享优惠,7576553,购车必看,10,-44.44444444444444
529,103,9,27,50%购置税补贴、10000元保险补贴、36期0利率、1460元购车礼包,易车,沃尔沃S90线上专享优惠,7574910,购车必看,157,89.1566265060241
530,58,13,7,500元天猫超市卡,天猫精选,广汽本田缤智线上专享补贴,7572893,购车必看,37,48.0
531,13,5,3,直降510元车款,易车,宝骏 510 线上专享优惠,7565166,10点开抢,15,50.0
532,289,32,77,3720000元,天猫精选,Mercedes-Benz/奔驰 2017年款G500 4*4,7558905,高端秀,1370,95.43509272467902
533,79,10,11,最高享25%购置税补贴、8000元置换补贴、1460元购车礼包,易车,斯柯达 速派 线上专享优惠,7565116,购车必看,48,65.51724137931035
534,17,7,9,1460元购车礼包、厂商礼包、50元试驾红包,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7565101,购车必看,56,77.77777777777779
535,35,7,8,2500元现金优惠、1000元现金礼包、500元现金红包,易车,广汽传祺 GS4 线上专享优惠,7565077,购车必看,21,50.0
536,407,43,78,17.58-26.98万,什么值得买,上汽通用别克新一代君威,7562850,新车上市,278,73.20872274143302
537,90,5,24,互动竞猜赢金币,什么值得买,2017年6月 MPV销量与价格优惠排行榜,7562827,车榜单,15,50.0
538,315,26,214,购车即送500元天猫超市卡,天猫精选,本田飞度GK5线上专享优惠,7558223,平民超跑,260,81.81818181818183
539,8,12,2,1460元购车礼包、空气净化器、瑞士背包,易车,宝骏 560 线上专享优惠,7558407,10点开抢,6,-33.33333333333333
540,513,13,325,互动竞猜赢金币,什么值得买,2017年6月 SUV销量与价格优惠排行榜,7555102,车榜单,72,69.41176470588235
541,9,5,1,1460元购车礼包、厂商礼包、50元试驾红包,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7558152,购车必看,21,61.53846153846154
542,8,7,3,1460元购车礼包,易车,宝马 X1 线上专享优惠,7557904,购车必看,23,53.333333333333336
543,27,22,5,1460元购车礼包,易车,一汽大众 迈腾 线上专享优惠,7557820,购车必看,28,12.0
544,16,40,1,直降510元车款,易车,宝骏 510 线上专享优惠,7555845,10点开抢,16,-42.857142857142854
545,16,7,4,1460元购车礼包、厂商礼包、50元试驾红包,易车,奇瑞 艾瑞泽7 线上专享补贴,7554487,购车必看,39,69.56521739130434
546,15,15,4,最高享12000元补贴、2760元购车礼包、1500元安全座椅优惠券,易车,上汽大众 全新帕萨特 线上专享优惠,7553915,购车必看,16,3.225806451612903
547,11,7,5,2500元现金优惠、1000元现金礼包、500元现金红包,易车,广汽传祺 GS4 线上专享优惠,7552410,购车必看,19,46.15384615384615
548,145,37,44,14.28万起，12期0利率,什么值得买,哈弗H7 中型SUV,7553187,直降1.5-2万,100,45.98540145985402
549,167,85,27,141800元,天猫精选,众泰SR9 2017款2.0T自动极致之光版,7524338,NULL,501,70.98976109215018
550,306,125,43,指导价：9.98万-13.48万,什么值得买,东风日产全新小型SUV KICKS劲客,7549610,新车上市,72,-26.903553299492383
551,365,4,174,评论竞猜赢金币,什么值得买,2017年6月 轿车销量与价格优惠排行榜,7547196,车榜单,84,90.9090909090909
552,126,16,36,送大众朗逸1.6L自动风尚型,东方购物,买上汽大众辉昂380TSI至尊版,7536689,买一送一,223,86.61087866108787
553,34,11,8,1260元购车礼包,易车,DS 4S 线上专享优惠,7548217,购车必看,17,21.428571428571427
554,93,34,17,一年免费使用权、万元金融礼包、爱奇艺会员、购车礼包,天猫精选,东风日产 全新 KICKS 劲客,7544624,新车预售,44,12.82051282051282
555,11,11,1,1260元购车礼包、厂商礼包、50元试驾红包,易车,奇瑞 瑞虎5 线上专享优惠,7544601,购车必看,29,45.0
556,41,21,5,1260元购车礼包,易车,一汽大众 高尔夫 线上专享补贴,7544577,购车必看,25,8.695652173913043
557,13,30,5,1260元购车礼包,易车,BMW 宝马 3系 线上专享优惠,7541594,购车必看,13,-39.53488372093023
558,283,31,45,4180000元（送10万元礼包）,东方购物,BENTLEY 宾利 添越 6.0T 标准版,7539909,高端秀,1789,96.5934065934066
559,7,6,3,1260元购车礼包、全系购置税减免25%、2年0利率,易车,上汽大众 斯柯达 昕锐,7541699,购车必看,14,40.0
560,23,6,4,直降510元车款,易车,宝骏骏 510 线上专享优惠,7541351,10点开抢,20,53.84615384615385
561,88,72,11,最高享25%购置税减免、1260元购车礼、1年额外延保,易车,斯柯达 Yeti 线上专享优惠,7539809,购车必看,26,-46.93877551020408
562,34,28,12,最高享1.2万元置换补贴、2000元现金抵扣、1260元购车礼,易车,上汽大众 途安L 线上专享优惠,7539794,购车必看,36,12.5
563,78,10,9,最高享25%购置税补贴、8000元置换补贴、1260元购车礼包,易车,斯柯达 速派 线上专享优惠,7539721,购车必看,35,55.55555555555556
564,33,14,1,1260元购车礼包、厂商礼包、50元试驾红包,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7539626,购车必看,87,72.27722772277228
565,23,69,8,1260元购车礼包,易车,一汽大众 新速腾 线上专享优惠,7537588,购车必看,29,-40.816326530612244
566,104,88,8,1700元现金额外抵扣、1260元购车礼包,易车,上汽大众 Polo GTI 线上专享补贴,7537625,购车必看,38,-39.682539682539684
567,75,43,13,最高享25%购置税减免、1260元购车礼包、4000元置换补贴,易车,斯柯达 明锐 线上专享补贴,7537560,购车必看,19,-38.70967741935484
568,27,11,126,免押金、租车满2天直降100元,安飞士租车,安飞士租车 支付宝专享福利,7537709,租车必看,24,37.142857142857146
569,34,18,5,全系减免25%购置税、1260元购车礼包,易车,斯柯达 晶锐 线上专享补贴,7537540,购车必看,17,-2.857142857142857
570,25,63,11,1260元购车礼包,易车,BMW 宝马 X1 线上专享优惠,7537528,购车必看,5,-85.29411764705883
571,84,61,11,1260元购车礼包,易车, 一汽大众 迈腾 线上专享优惠,7537375,购车必看,26,-40.229885057471265
572,9,8,4,1260元购车礼包、厂商礼包、50元试驾红包,易车,奇瑞 瑞虎5 线上专享优惠 ,7533707,购车必看,33,60.97560975609756
573,34,9,15,最高享25%购置税补贴、8000元置换补贴、1260元购车礼包,易车,斯柯达 速派 线上专享优惠,7533656,购车必看,49,68.96551724137932
574,30,31,12,最高享8000元置换补贴、1260元购车礼包、5000元保险补贴,易车,上汽大众 途观丝绸之路版 线上专享补贴,7533600,购车必看,12,-44.18604651162791
575,1,3,4,7.31元,天猫精选,7.31元换30元无门槛淘票票券    长安铃木7月31日骁途上市直播 众筹赢好礼,7534202,NULL,7,40.0
576,18,7,8,1260元购车礼包、厂商礼包、50元试驾红包,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7533475,购车必看,28,60.0
577,33,14,77,免押金、领券直降66元租金,安飞士租车,安飞士租车 支付宝专享福利,7530656,租车必看,15,3.4482758620689653
578,20,16,7,1260元购车礼包,易车,一汽大众 高尔夫 线上专享补贴,7533351,购车必看,19,8.571428571428571
579,156,10,137,2017年第一季度,什么值得买,二手SUV &amp; MPV销量排行,7525394,车榜单,64,72.97297297297297
580,35,7,5,1260元购车礼包、厂商礼包、50元试驾红包,易车,奇瑞 艾瑞泽5 线上专享购车补贴,7530559,购车必看,43,72.0
581,214,63,103,首付低至15200元,天猫精选,马自达 CX-4 2.0L 自动两驱 蓝天活力版 线上专享优惠,7521758,颜值担当,107,25.882352941176475
582,19,24,5,1260元购车礼包,易车,BMW 宝马 X1 线上专享优惠,7530448,购车必看,12,-33.33333333333333
583,28,4,9,最高享25%购置税减免、1260元购车礼包、4000元置换补贴,易车,斯柯达 明锐 线上专享补贴,7528776,购车必看,33,78.37837837837837
584,18,7,7,直降510元车款,易车,宝骏 510 线上专享优惠,7527369,10点开抢,27,58.82352941176471
585,96,17,28,全系减免25%购置税、1260元购车礼包,易车,斯柯达 晶锐 线上专享补贴,7526846,购车必看,47,46.875
586,15,8,3,1260元购车礼包、厂商礼包、50元试驾红包,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7526295,购车必看,55,74.60317460317461
587,36,5,10,最高享25%购置税补贴、8000元置换补贴、1260元购车礼包,易车,斯柯达 速派 线上专享优惠,7525578,购车必看,24,65.51724137931035
588,28,38,4,1260元购车礼包,易车,BMW 宝马 i3 线上专享优惠,7525368,购车必看,10,-58.333333333333336
589,21,9,4,直降510元购车款,易车,宝骏 510 线上专享优惠,7520664,购车必看,19,35.714285714285715
590,124,17,23,1999元定金,聚划算,玛莎拉蒂 Levante 天猫专享车源,7521910,限量10台,481,93.17269076305222
591,21,5,10,1260元购车礼包、厂商礼包、50元试驾红包,易车,奇瑞 艾瑞泽7 线上专享补贴,7521350,购车必看,108,91.1504424778761
592,19,47,4,1260元购车礼包,易车,一汽大众 新速腾 线上专享优惠,7521222,购车必看,24,-32.3943661971831
593,22,21,10,1260元购车礼包,易车,BMW 宝马 3系 线上专享优惠,7521027,购车必看,40,31.147540983606557
594,10,51,8,最高享8000元置换补贴、1260元购车礼包、5000元保险补贴,易车,上汽大众 途观丝绸之路版 线上专享补贴,7520731,购车必看,14,-56.92307692307692
595,489,28,203,4.28万-5.68万,什么值得买,上汽通用五菱宝骏310W,7518466,NULL,956,94.3089430894309
596,11,17,6,1260元购车礼包,易车,一汽大众 高尔夫 线上专享补贴,7519500,购车必看,11,-21.428571428571427
597,27,38,9,最高享25%购置税减免、1260元购车礼、1年额外延保,易车,斯柯达 Yeti 线上专享优惠,7515945,购车必看,18,-35.714285714285715
598,8,12,4,1260元购车礼包,易车,BMW 宝马 X1 线上专享优惠,7515412,购车必看,5,-41.17647058823529
599,14,3,5,1260元购车礼包、厂商礼包、50元试驾红包,易车,奇瑞 艾瑞泽5 线上专享购车补贴,7514851,购车必看,19,72.72727272727273
600,800,85,161,16.98万-25.98万元,什么值得买,东风本田 换代CR-V 紧凑级SUV,7513251,新车上市,444,67.86389413988658
601,26,28,11,最高享1.2万元置换补贴、2000元现金抵扣、1260元购车礼,易车,上汽大众 途安L 线上专享优惠,7512389,购车必看,14,-33.33333333333333
602,77,148,17,最高享8000元置换补贴、1260元购车礼包、5000元保险补贴,易车,上汽大众 途观丝绸之路版 线上专享补贴,7510460,购车必看,37,-60.0
603,83,51,16,1260元购车礼包,易车,一汽大众 高尔夫·嘉旅 线上专享,7510436,购车必看,39,-13.333333333333334
604,90,52,10,1260元购车礼包,易车,BMW 宝马 2系 旅行车 线上优惠4S店同享,7510400,购车必看,18,-48.57142857142857
605,33,5,14,1260元购车礼包、厂商礼包、50元试驾红包,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7510374,购车必看,93,89.79591836734694
606,51,77,15,1260元购车礼包,易车,一汽大众 新速腾 线上专享优惠 ,7510330,购车必看,27,-48.07692307692308
607,99,28,16,最高享25%购置税补贴、8000元置换补贴、1260元购车礼包,易车,斯柯达 速派 线上专享优惠,7510303,购车必看,87,51.30434782608696
608,59,39,11,1260元购车礼包,易车,BMW 宝马 3系 线上专享优惠,7510265,购车必看,19,-34.48275862068966
609,49,35,14,1260元购车礼包,易车, 一汽大众 高尔夫 线上专享补贴,7510003,购车必看,19,-29.629629629629626
610,59,19,34,日均399元/天起,START共享有车生活平台,奔驰 2011款 SLK200 时尚型,7503719,限北京、新用户福利,65,54.761904761904766
611,35,15,13,直降510元购车款,易车,宝骏 510线上专享购车补贴,7506613,10点开抢,45,50.0
612,32,17,6,全系减免25%购置税、1260元购车礼包,易车,斯柯达 晶锐 线上专享补贴,7503420,购车必看,20,8.108108108108109
613,28,24,8,1260元购车礼包,易车,BMW 宝马 X1 线上专享优惠,7502962,购车必看,23,-2.127659574468085
614,14,4,1,1260元购车礼包、空气净化器,易车,宝骏 560 线上专享优惠,7501075,10点开抢,38,80.95238095238095
615,255,9,210,2017年第一季度,什么值得买,二手轿车销量排行,7499714,车榜单,97,83.01886792452831
616,84,19,10,最高享25%购置税减免、1260元购车礼、1年额外延保,易车,斯柯达 Yeti 线上专享优惠,7499845,购车必看,35,29.629629629629626
617,46,13,8,一年免费使用权、100元京东卡,易车,宝骏 310W 线上专享优惠,7500501,购车必看,35,45.83333333333333
618,75,32,12,1260元购车礼包,易车,一汽大众 迈腾 线上专享优惠,7495925,购车必看,37,7.246376811594203
619,76,11,11,最高享25%购置税补贴、8000元置换补贴、1260元购车礼包,易车,斯柯达 速派 线上专享优惠,7495080,购车必看,71,73.17073170731707
620,16,50,1,送交强险、1000元油卡、600元油卡、300元京东卡,易车,陆风X2 线上专享购车补贴 ,7490033,购车必看,5,-81.81818181818183
